jobCategories_id,jobCategories,techStacks,responsibility,qualifications,preferredRequirements
10,정보보안 담당자,"['CISA', 'CISSP']",• 파견관제 및 보안관제 운영,"• 학력 : 초대졸 이상 (IT 관련 분야 전공자)
• 경력 : 신입/경력 (1년 이상)
• 모집지역 : 서울/경기(동탄)
• 해외여행에 결격사유가 없는 자","• 정보처리기사, 정보보안기사, CISA 등 보안자격증 소지자 우대
• 컴퓨터/시스템공학 관련 전공자 우대
• SIEM 및 보안장비 운영 경험자 우대
• 시스템운영 경력자 우대"
1,서버/백엔드 개발자,"['Netty', 'Spring Framework', 'Spring Security', 'Spring Data JPA', 'Java']","• 고객 시스템에서 발생하는 장애나 성능 이슈를 더 쉽고 빠르게 해결하는데 도움을 주는 서비스를 개발합니다.
• 와탭 모니터링 서비스를 더욱 안정적으로 제공할 수 있는 아키텍처를 만들어갑니다.
• 모니터링 서비스에 필요한 데이터 상태 관리, 차트 등의 핵심적인 모듈을 개발합니다.","• 네트워크/OS/파일시스템/소프트웨어 개발에 대한 개괄적인 이해가 필요합니다.
• SaaS 서비스 개발 및 서버 아키텍처 설계 경험이 있으신 분
• Netty Framework을 사용하여 Socket 기반 네트워크 프로그램 개발 경험이 있으신 분
• Spring Framework 기반 애플리케이션 서버 개발 경험이 있으신 분
• Spring Security / JPA 를 사용한 개발 경험이 있으신 분
• 데이터베이스를 사용하여 대용량 데이터 처리 경험이 있으신 분","• 책임감을 바탕으로 능동적이고 자율적으로 동료와 소통하며 업무를 수행하는 분
• 본인의 생각을 논리적으로 설명할 수 있는 분
• 개인의 역량을 성장 시키고자 하는 의지가 강하신 분
• 라이브러리 제작 또는 오픈소스에 기여하신 경험이 있으신 분
• 모니터링 서비스 사용 경험이 있으신 분"
2,프론트엔드 개발자,"['JavaScript', 'Git', 'Slack', 'TypeScript', 'MySQL', 'REST API', 'Node.js', 'Angular 2', 'AWS', 'Figma']",• 자사 솔루션 프론트엔드 관련 업무,"• 2년 이상 프론트엔드 개발 경력 또는 그에 준하는 경험을 갖추신 분
• Angular 프레임워크 사용에 능숙하거나 배울 의향이 있으신 분
• HTML, CSS, javascript에 대한 이해가 깊으신 분
• 버전 관리 (Git) 가능하신 분","• Typescript를 이용한 개발 경험이 있으신 분
• RESTful API 연동을 통해 SPA 운영 / 개발에 경험이 있으신 분
• 기획 / 디자인 / 백엔드 / 운영 등 다양한 파트와 커뮤니케이션에 능숙하신 분
• UI 라이브러리 개발 및 운영 경험이 있으신 분
• npm Package를 이용한 라이브러리 배포 및 개발 경험이 있으신 분
• 반응형, 접근성, 웹표준을 고려한 UI 개발 경험이 있으신 분"
8,인공지능/머신러닝,"['AI/인공지능', 'Linux', 'MachineLearning', 'Python', 'PyTorch']","• 머신러닝 기반 IoT 기기 식별
• 머신러닝 기반 네트워크 이상행위 탐지","• 학력 : 대졸이상
• 경력 : 경력(3년 이상)
• Linux 환경에서의 개발 능력
• 머신러닝 모델 개발 능력
• 학습데이터 전처리/운용 능력
• 학습 모델 설치/운영 및 결과 성능 평가 능력 ","• 전공 : 전산학·컴퓨터공학, 응용소프트웨어공학, 정보·통신공학
• 머신러닝 관련 언어/라이브러리(Python, Pytorch 등)에 대한 이해 및 활용
• 네트워크/보안 분야 이해, 개발 경험
• Log 처리 및 분석 경험"
16,IOS 개발자,"['SwiftUI', 'CocoaPods', 'iOS', 'MVVM', 'Swift', 'Objective-C', 'Firebase']",• 발로소득 ios앱 개발 (신규서비스 앱 개발 및 유지보수),"• iOS (Objective-C, Swift) 개발 가능하신 분
• iOS 앱 배포 및 운영 경험이 있으신 분 
• Autolayout, SwiftUI 개발 가능한 분
• 네이티브 또는 하이브리드 앱 개발 경험이 있으신 분
• 새로운 기술 습득/사용에 능동적인 분
• 디자인 패턴(MVVM, MVP, MVC) 개발 경험이 있으신 분"," • Reactive 프로그래밍에 대한 이해 및 Combine 적용 경험이 있으신 분
 • Flutter를 비롯한 Cross-platform 개발 경험이 있으신 분
 • 재사용이 가능한 공통 모듈 및 프레임워크 개발
 • MVVM 패턴을 기반으로 확장성과 테스트 자동화가 가능한 아키텍처 설계 및 개선 경험이 있으신 분"
3,웹 풀스택 개발자,"['Spring Framework', 'Miplatform', 'Jenkins', 'Spring Boot', 'Java', 'Oracle', 'SQL']","[공통시스템 업무 운영]
• 방송 영업 시스템 공통 부문 관리 및 운영/개발 리딩
• 리딩을 통한 프로젝트 설계/분석/개발 진행
• SM프로젝트 규모 산정 및 분석/설계","[Experience]
• 경력 4~12년 사이의 대리~과장급
• Spring boot Framework(4년이상), Jenkins, CI/CD, 웹 기반 개발(3년 이상)
• 공통시스템 관련 업무 및 Framework의 높은 이해도

[Skill&Knowledge]
• Java Spring Framework, MiPlatform등 프로그래밍 및 Oracle, PL/SQL등 DB활용 역량
• 원활한 커뮤니케이션, 긍정적인 마인드 ","• Spring Framework의 높은 이해도 및 다양한 경험 우대
• 인터페이스 개발/운영 有 경험자(SOAP, REST 등) 우대
• 시스템 공통 업무 운영/Project 有 경험 우대
• WEB/WAS 운영 경험 우대"
1,서버/백엔드 개발자,"['RDB', 'Spring Boot', 'NoSql', 'Java']","• 주차 서비스 운영 및 개발(IPMS, External, Members 등)
• 차세대 서비스 개발(주차 관제)","• 웹 어플리케이션 개발 및 운영
• Rest API에 대한 이해 및 개발 가능
• RDBMS, NoSQL에 대한 이해 및 개발 가능
• 팀 워크 및 원활한 커뮤니케이션 능력 
• Java(spring boot) 이해 및 개발 가능","• Fullstack 개발이 가능하신 분
• 객체지향 개발 및 테스트 코드 작성이 능숙하신 분
• MSA 아키텍처 기반의 시스템 개발 경험자
• JPA, Hibernate 등 ORM 사용과 도메인 모델링 경험자
• 신기술 트렌드에 관심이 높으신 분
• 새로운 기술 습득에 거리낌이 없고 학습 의지가 높으신 분"
1,서버/백엔드 개발자,"['Spring Framework', 'MySQL', 'ibatis', 'Java', 'MSSQL', 'Oracle', 'SQL', 'JSP']",• 웹기반 CRM 사이트 시스템 개발 및 유지보수,"• JAVA/JSP 2년이상 경력 보유									
• SQL 사용가능","• JAVA/JSP 프로젝트 2회 이상 경력 보유									
• Spring Framework/iBatis 사용 가능"
19,빅데이터 엔지니어,"['GCP', 'MachineLearning', 'DeepLearning', 'AWS', 'TensorFlow', 'Python', 'Spark', 'SQL', 'PyTorch']","• ML, DL 등을 활용한 상품 추천 모델, 고객 세그멘테이션 모델링
• ML, DL 등을 활용한 구매 확률 모델, 이탈 확률 모델, LTV 예측 모델링
• 데이터 기반 서비스 아이디어 도출
• 이커머스 고객 행동 데이터 분석
• 서비스 개선 및 목표 달성을 위한 실험의 설계/제안 및 결과 분석
• 주요 지표들의 성과 분석","• 통계학과, 수학, 데이터 분석 학과 등 관련 전공자
• 관련 경력 1년 이상 또는 관련 분야 석사 졸업 이상","• 이커머스 관련 분야 업무 경험이 있으신 분
• 마케팅 솔루션, 마케팅 분야 업무 경험이 있으신 분
• AWS, GCP 등의 클라우드 서비스 사용 경험이 있으신 분
• TensorFlow, Keras, Pytorch 등 Deep Learning Framework 사용 경험이 있으신 분
• Spark 또는 Ray를 활용한 분산 병렬 처리 프레임워크 경험이 있으신 분
• Kaggle 대회 입상자"
1,서버/백엔드 개발자,"['Spring Framework', 'Kotlin', 'REST API', 'Linux', 'Hibernate', 'Java', 'Spring Data JPA', 'AWS', 'Kubernetes', 'Docker']","• 디지털자산 거래/관리/보관 서비스 백엔드 개발
• 디지털자산 지수 서비스 백엔드 및 API 개발
• 시스템 모니터링을 통한 이슈 추적 및 성능개선활동 수행","• Java 8 이상 또는 Kotlin 언어에 능숙한 분
• 2년 ~ 5년 이하 관련 경력 또는 그에 준하는 역량을 보유하신 분
• Spring 프레임워크(Java / Kotlin) 기반의 RESTful API 설계 및 개발 경험이 있으신 분
• JPA/Hibernate를 통한 RDBMS 연계 백엔드 개발이 가능하신 분","• 핀테크 또는 금융 서비스 개발 경험이 있으신 분
• 블록체인/디지털자산 기술에 관심이 많으신 분
• 마이크로 서비스 아키텍쳐에 대하여 고민하고 구축 및 운영 경험이 있으신 분
• AWS 기반의 CI/CD 파이프라인 환경의 서비스 경험을 보유하신 분
• Docker 또는 Kubernetes 기반 서비스 경험을 보유하신 분
• 기본적인 Linux/Unix 명령 사용 능력을 갖춘 분
• 민첩한 레거시 시스템 분석역량과 개선하고자 하는 의욕을 보유하신 분
• Kafka, RabbitMQ 등 메시징 미들웨어를 활용한 개발 경험을 보유하신 분
• Event-Driven 패러다임 또는 Asynchronous Non-blocking I/O기술에 대한 이해를 바탕으로 고성능 어플리케이션 개발 경험이 있으신 분

[활용기술]
• Java, Spring Boot, Restful API Kotlin, Gradle
• JPA/Hibernate, postgreSQL, MongoDB/DocumentDB, Redis/Memcached
• AWS, Docker, Git, Bitbucket, Jenkins
• Kafka/MSK, ELK, ElasticJob, Datadog
• Slack, Jira, Confluence"
1,서버/백엔드 개발자,"['MongoDB', 'Kafka', 'ASP.NET', 'MSSQL', 'Redis', 'Python', 'C#']","• 데이터 수집을 위한 백엔드 응용프로그램 개발 / C# WPF or Winform
• 데이터 제공 API 개발 / ASP.NET Web API","• C#, ASP.NET Web API, MSSQL 가능자
• 경력 3년 이상","• Blazor, React 개발 경험있으신 분
• Redis, kafka, MongoDB 개발 경험있으신 분"
1,서버/백엔드 개발자,"['MySQL', 'Java', 'AWS', 'Spring Data JPA']",• Java Spring boot를 사용하여 고초대졸닷컴 유저 및 기업 서비스 백엔드 개발,"• Java Spring Boot를 활용한 백앤드 개발 경력이 2년 이상이신 분
• AWS를 활용한 서버 운영 및 관리 경험이 있으신 분
• MySQL 및 JPA을 활용한 DB 관리 경험이 있으신 분
• 협업 및 의사소통이 원활하신 분
• 빠르게 성장하는 스타트업을 경험해보고 싶으신 분","• 백엔드 서버 아키텍처에 대한 깊은 이해가 있으신 분
• 대용량 트래픽을 처리할 수 있는 백엔드 시스템 개발 경험이 있으신 분
• RESTful API에 대한 이해가 깊으신 분
• 고객 중심의 서비스 개발에 관심이 있으신 분
• 유연한 사고를 가지고 다양한 문제상황에 대처할 수 있는 능력이 있으신 분
• 테스트 코드 작성 및 유지관리에 경험이 있으신 분
• 스타트업 문화에 익숙하신 분"
3,웹 풀스택 개발자,"['JavaScript', 'Spring MVC', 'Ajax', 'ASP.NET', 'HTML5', 'Microsoft SQL Server', 'AZURE', 'CSS 3', 'jQuery']","• 웹 어플리케이션 개발 및 유지보수

[개발 환경]
• 프론트엔드: Jquery, Kendo UI Component 기반의 MVVM 패턴 개발. Ajax 사용
• 백엔드: Microsoft ASP.NET MVC 5
• 데이터베이스: Microsoft SQL Server
• 서버: Microsoft Azure 기반의 Windows Server Platform
• 형상관리: GitHub
• 협업 관리 툴: Axosoft + SmartSheet + Google Workspace
• 개발 문화: 사내 코딩 가이드 룰에 따른 코딩 패턴 준수하고 100% 코드 리뷰 진행","• 초대졸이상 혹은 졸업예정자
• 해외여행에 결격사유가 없으신 분
• 관련 학과 졸업 혹은 관련 교육 과정 6개월 이상 이수자
• 프로그램 개발에 관심이 많으신 분
• jQuery 또는 React와 같은 javascript 기반의 라이브러리를 사용해서 UI와 데이터 처리를 경험해 보신 분","• jQuery와 Ajax를 사용하여 클라이언트-서버 간의 비동기 데이터 처리를 해보신 분
• Kendo UI Component를 사용해 보신 분
• ASP.NET MVC를 사용해 보신 분"
21,기술지원,"['HW', 'SW']","• 물류로봇 제품 기술 지원
• 물류로봇 설치 및 안정화
• 물류로봇 관련 국내외 CS 업무","• 대졸 이상 (전기/전자공학 전공자)
• 경력 5년 이상 (대리~차장급)
• 물류로봇 및 물류자동화 기술지원 경력자"," • 영어 능숙자
• 물류로봇 및 물류자동화  엔지니어 경력자"
1,서버/백엔드 개발자,"['REST API', 'Spring Boot', 'Java', 'Spring Data JPA', 'MSSQL', 'Redis', 'Oracle', 'Docker', 'PostgreSQL', 'Mybatis']","• XP업무 home(가칭) 신규 구축
• 상거래 플랫폼(가칭) 신규 구축
• XP 문서함 고도화 (시비스 간 연계 강화, 상품 완성도 제고)
• 전자 결재 고도화 (서비스 간 연계 강화, 상품 완성도 제고)","[저희는 이러한 경험이 있으신분을 찾고 있어요.]

• JAVA, Spring Boot 2.x,3.x 기반 개발 경험이 있으신 분
• JPA 활용 개발 경력이 있으신 분
• Redis 활용 개발 경험이 있으신 분
• Global Cache 용도 개발 경력이 있으신 분
• Message Queue(Kafka, Rabbit MQ 등)를 활용한 비동기 프로세스 개발 경험이 있으신 분
• Docker 등 컨테이너 환경 구성/개발 경험이 있으신 분","• AWS 환경 운영 및 세팅 경험이 있으신 분
• MyBatis 활용 개발 경험이 있으신 분
• JPA, queryDSL등 경험이 있으신 분
• 앱/웹view/하이브리드앱 구현 경험이 있으신 분
• Junit 등 활용 경험이 있으신 분
• 전산 관련 전공자이신 분
• 공동주택,집합건물 관련 개발 경험 및 상거래 플랫폼 개발 경험이 있으신 분"
15,SW/솔루션,"['ASP.NET', 'C#']",• 자사 가상화 / 클라우드 관리 솔루션 개발 및 유지보수,"• 공학계열
• 해당직무 근무 경험","• 정보처리기사 자격증 소지자
• 솔루션 개발 경험자"
1,서버/백엔드 개발자,"['Kotlin', 'C++', 'Java', 'Python']","[Position]
Software Engineer, Search

[Search팀 소개]
야놀자 검색 조직은 야놀자의 다양한 제품들에서 사용자가 최대의 만족을 느낄 수 있도록 기술적 기반을 마련하고, 내부적으로는 Y-Community 엔지니어들의 업무 효율을 끌어올릴 수 있는 업계 최고의 검색 인프라 구축을 목표하고 있습니다.

이를 위해 야놀자가 가지고 있는 다양한 Contents를 안정적인 시스템 구성과 다양한 Ranking 모델을 통해 사용자에게 좋은 서비스 품질을 제공하려고 합니다. 특히 사용자의 검색 경험을 좋게 하기 위한 다양한 Search Function 개발, 품질 향상을 위한 다양한 Ranking모델 실험/적용, 안정적인 서비스를 위해 Search Infrastructure 구축/향상에 대해서 많은 고민을 하고 있습니다.

[채용팀 Talk]
국내/해외 여행 수요가 증가함에 따라, 검색 데이터 및 검색 최적화에 대한 부분 역시 부각되고 있는 만큼, 야놀자의 검색 서비스의 플랫폼화를 위한 소프트웨어 엔지니어분을 모시고 있습니다. 검색 도메인과 관련된 직접적인 경험을 보유하고 있지 않으시더라도, 야놀자 검색팀 합류를 통해 검색 도메인에 대한 다양한 업무 진행과, 글로벌 서비스 표준에 부합하는 서비스 엔지니어링 역량을 폭발적으로 성장시킬 수 있는 포지션이라고 생각됩니다.

[담당 업무]
• 야놀자 검색 서비스 백엔드 API를 구현합니다.
• 야놀자 검색 서비스 백엔드 시스템을 디자인 및 개선합니다.
• 야놀자 검색 서비스 비지니스를 구현합니다.","[필수 경험과 역량]
※ 관련 경험/ 역량을 보유하시고 계시다면, 서류에 필수적으로 작성 부탁 드립니다.
• Java/Python/C++/Kotlin 중 한가지 이상의 언어에 능숙하신 분
• 알고리즘, 데이터 구조 및 설계 패턴에 대한 깊은 이해를 바탕으로 한 소프트웨어 개발을 2년 이상 보유하신 분
• 운영 자동화 및 시스템 최적화 및 효율화에 대한 경험을 보유하신 분","[우대 사항]
※ 관련 경험/ 역량을 보유하시고 계시다면, 서류에 함께 작성 부탁 드립니다.
• Cloud 서비스(AWS, GCP, AZURE) 및 MSA 패턴에 대한 이해도를 보유하신 분
• 정보검색(Information Reterival)에 대한 이해도를 보유하신 분
• Elastic Search 또는 solr 사용 경험을 보유하신 분
• 빅데이터 환경(Hive, Spark, Hadoop, AWS EMR 등)의 이해도를 보유하신 분"
3,웹 풀스택 개발자,"['Git', 'JavaScript', 'Spring Security', 'MySQL', 'Spring Boot', 'Apache Maven', 'Java', 'QueryDSL', 'Vue.js', 'Gradle']","• SKT PASS 및 부가서비스 운영 개발
• Architecture & Performance Tunning","• 해당 직무 경력 7년 이상이신 분 
• Java Spring Framework 기반의 어플리케이션 개발 및 API 설계 경험이 있으신 분
• RESTful 및 TCP/IP Socket 전문 통신 개발 경험이 있으신 분
• Javascript/jQuery를 이용한 Front-end 개발 기술 보유하신 분 
• RDBMS 활용 기술 (Table 설계, SQL 작성 및 튜닝, 웹 어플리케이션 연동) 보유하신 분
• 리눅스 기반의 WEB/WAS 서버 (Apache, Tomcat 등) 운영 기술 보유하신 분","• 이동통신사 부가서비스 연동 개발/유지보수 경험이 있으신 분
• 모바일(Native) 서비스 연동 개발/운영 경험이 있으신 분
• 컴퓨터공학/프로그래밍 관련 전공자이신 분
• SI/SM 프로젝트 개발 리더(PL)경험자이신 분 
• 정보처리기사 및 관련 자격증 소지하신 분"
1,서버/백엔드 개발자,"['Node.js', 'REST API', 'NoSql', 'Go']","• 데이터 처리 및 다양한 서비스 API를 개발해요.
• 거래소 운영을 위한 클라우드 기반 서버 및 서비스를 개발해요.
• 블록체인 관련 앱/웹 기반 백엔드 시스템을 개발해요.
• 블록체인 메인넷 코어 및 응용 프로그램을 개발해요.","• Go Language 또는 Node.js 등 백엔드 관련 개발 언어 경험이 필요해요.
• Relational DB 또는 NoSQL 통한 데이터 처리 경험이 필요해요.
• Restful API 관련 개발 경험이 있으면 좋아요.","• 블록체인 아키텍처에 대한 이해도가 높으신 분
• 새로운 기술 도입에 대한 거부감이 없으신 분
• 협업 및 업무 소통이 원할하신 분"
22,블록체인,"['Node.js', 'Blockchain', 'Java', 'C#']",• Klaytn 기반 서비스 개발 업무 수행,"• 학력 : 대졸 이상(2,3년)
• 경력 : 경력 (2년 이상)
• 2년 이상의 백엔드 개발 경험","• Java, C#, Node.js등의 언어 사용 능력
• 유관업무 경력자
• 클레이튼 플랫폼 개발 경험자 우대
• 블록체인에 대한 지식 보유
• 팀 및 유관부서와의 원활한 의사소통"
1,서버/백엔드 개발자,"['RDB', 'MySQL', 'Spring Boot', 'AWS', 'Java', 'Spring Data JPA']","• 리워드 관련 백엔드 서비스 설계 및 개발
• (Spring Boot 기반) Backend 소스 코드 유지 보수
• Git, Slack, Notion을 이용한 협업","• 대졸(4년)이상 이공계열
• AWS 백엔드 개발 경험자 (3년 이상)
• Java
• Spring Boot
• RDBMS(MySQL)
• AWS
• JPA
• 적극적이고 능동적인 의사소통 능력","• Docker 사용 경험
• RESTful API 이해와 개발 경험
• 데이터 파이프라인 구축 경험
• Kafka, RabbitMQ 등 MessageQueue 활용 경험
• Redis 활용 경험
• 애자일 프로세스 경험
• 프로덕트 팀 경험
• Jenkin 활용 경험
• 기술 블로그 운영(Github)
• 업무 자동화를 위한 파이썬 개발 경험"
2,프론트엔드 개발자,"['TypeScript', 'React', 'React Native']","• Front-end 포지션
• Typescript, React 기반의 사용자 웹 및 의료용 클라이언트 개발","• 3년 이상의 Front-end 개발 경험을 보유하신 분
• React, Typescript 개발 가능하신 분
• REST API에 이해도가 있으신 분
• 모바일, 반응형 웹 제작 경험이 있으신 분
• 디자인 패턴 및 상태 관리에 대한 이해도가 높으신 분
• WebPack과 같은 번들러 구성 경험 및 이해도가 높으신 분
• 프로젝트 아키텍처 구성에 대한 이해도가 높으신 분","• emotion, styled component 사용 경험
• recoil, mobx 상태관리 사용 경험
• 또는 Web/APP을 제외한 다른 개발 스택"
20,VR/AR/3D,"['Unity', 'Unreal Engine']","• 당사는 XR가상훈련용시스템을 개발/제조/공급하고 있습니다.
• 국내 유일의 자동차, 철도, 중장비 시뮬레이터 통합플랫폼 보유 및 수출 레퍼런스를 갖고 있습니다.
• 특히 K-방산의 수출확대에 따라 전방산업으로터 수요가 급격히 증가하고 있습니다.
• K-9, K계열전차, T-50, FA-50 등 성공적인 프로젝트를 수행하였고, 최근 방산부문도 무인, 자율주행 관련 연구개발이 활발하게 진행되고 있습니다
• 이에 따라 당사와 함께 성장할 역량높은 엔진개발자를 채용하고 있습니다. (언리얼, 유니티)","• 컴퓨터공학, 전자공학, 자동차공학 등 관련전공
• 언리얼 또는 유니티엔진 개발경력 3년 이상
• 프로의식, 협업, 소통, 피드백의 가치를 중요시하는 분",• 석사 이상
2,프론트엔드 개발자,"['JavaScript', 'Git', 'React', 'HTML5', 'Next.js', 'CSS 3', 'GitHub']",• 고객/서비스 지향적인 프론트엔드 설계 및 개발,"• 클래스유의 신념, 미션, 비전에 공감하시는 분

[개발언어]
• Javascript, Next.js, React(기본)

[업무경험]
• 애정을 가지고 프로덕트를 만들어 본 경험이 있으신 분",• 실제 사용되는 서비스 운영경험
3,웹 풀스택 개발자,"['JavaScript', 'MySQL', 'Linux', 'Apache HTTP Server', 'HTML5', 'PHP', 'MariaDB', 'CSS 3', 'jQuery']","• PHP, MySQL/MariaDB를 이용한 웹 서비스 개발
• Linux 웹서버 관리 운영","• 경력 : 2년 이상(면접 후 결정)
• PHP, MySQL/MariaDB 개발 역량을 보유하신 분
• PHP, HTML, CSS, javascript(+jQuery) 개발 역량을 보유하신 분
• 프론트엔드와 백엔드 웹 서비스에 대한 이해가 깊은 분","• 해당직무 근무 경험
• Linux 웹서버 관리 운영 경험자 우대
• 광고 서버 개발 경험자 우대 (DSP/SSP)"
2,프론트엔드 개발자,"['JavaScript', 'TypeScript', 'React', 'AWS', 'HTML5', 'Java', 'Python', 'AZURE', 'Jira', 'Next.js']","• 물류 자동화 솔루션 개발 (Front_End 개발 담당)
• UI/UX 디자인 및 라이브러리 활용개발
• 웹 컴포넌트(독립모듈) 구현
• Front-End 구현(토탈 솔루션)
• Front-End 구현(스마트 물류 시스템)
• 물류 자동화 프로젝트 이행
• 시스템 구축
• 사후 프로젝트 관리","［필수스킬］
• HTML / CSS /Java Script /JSON
• BackEnd 언어 1종 이상 경험(java/php/python/nodejs)
• Data Modelling : ERD 기반 데이터 구성 인지
• Framework : React.js / Next.js / TypeScript
• Interface : Api(Rest, GraphQL) / WebSocket / PUB,SUB
• Team Collaboration Tool (Jira, Git, Jenkins, Figma)","• IT 인프라 구축 경험 (Docker / WAS / Database / Network)
• 클라우드 플랫폼 (AWS, Azure) 활용 능력
• 스마트 물류 자동화 도메인 비즈니스 경험
• OKR 성과 관리 활용 경험
• 프론트엔드 팀 리딩 경험
• 비지니스 영어 또는 외국어 의사소통 가능자
• 테스트 및 CI/CD 경험자
• 웹접근성, 웹표준, 반응형을 고려한 UI 개발 경험"
18,크로스플랫폼 앱개발자,"['Kotlin', 'Android OS', 'iOS', 'Dart', 'Swift', 'Flutter']","• Flutter를 이용한 모바일 앱 Android & iOS개발
• 웹뷰 등 프론트 개발 일부

앞서 언급드렸듯이 우리는 Flutter를 활용하여 Android / iOS를 동시에 개발하고 있습니다.

폭발적인 생산성을 기반으로 Application을 만들면서,
우리는 우리의 앱을 사용하는 유저에게 더 집중할 수 있게 되었고,
지금 공고를 보고 계신 여러분들도 우리의 멤버가 되신다면,

가장 유저와 맞닿는 영역인 Client에서 
더욱 사용하기 쉽고, 효과적이고, 즐거운 앱을 만드는 여정에 함께 하시게 될 것입니다.

우리는 이 여정을 이어가기 위해 아래와 같은 작업을 합니다.

• Flutter FW을 기반으로 Mobile Application을 개발하고 배포합니다.
• 기획자와 디자이너의 목업을 기반으로 각각의 요소를 Widget화 하여 관리합니다.
• 상태관리 모델은 현재 GetX를 사용하고 있으나 
  추후 버전에서는 합류하시는 분들의 의견을 취합하여 BloC / Provider로 전환 계획도 있습니다.
• 최대한 재사용 가능한 코드를 만들고 유지하고 활용하는 데에 큰 관심을 두고 있습니다.
• Github과 Notion을 활용한 적극적인 이슈관리를 지향하고 있습니다.
• 개발자에게 있어서 정말 중요한 자기 회고를 적극 권장하고, 이를 회사 내 시스템에 적용 하고 있습니다.","• 지원 자격: 경력직 (서비스 개발 및 운영 경험 필수)
• 앱 개발 경험(안드로이드/iOS/하이브리드 앱 개발 모두 포함)
• 과거에 Flutter 경험이 없더라도 쓸 의향만 있으면 돼요.

현재 Client 기술 스택은 기존 앱 개발자들의 의견에 따라가고 있는데요.
좀 더 자세한 기술 스택은 다음과 같습니다.

- Flutter
    - State Management
        - GetX (현재 적용 중)
        - Provider
        - BloC
        - RiverPod 중 하나로 전환 계획도 있습니다.
- Android
    - Kotiln
- iOS
    - Swift
- Front Library
    - React
    - Vue
    - Svelte 중 1개 표준을 근 시일 내 확정 예정
- Firebase
- Git / Github / Github Action","• 적극적으로 스스로 문제점을 찾고 수정하며 성장
• Cross-Platform 생태계의 이해
• Clean Architecher에 대한 관심
• Mobile Application 개발 외에 다른 분야(ex. DevOps, FrontEnd, Backend, 기초 CS)에 대한 관심
• 비지니스와 사용자에 대한 깊은 이해
• 개발 전문가가 되어 지식을 공개적으로 아낌 없이 공유
• 백엔드 개발자, 기획자, 디자이너 등 제품팀과 끈끈한 협업 관계를 맺기 위해 최선을 다해야 함
"
1,서버/백엔드 개발자,"['aws', 'network', 'node.js', 'java', 'linux']","• IoT 취약점 진단 솔루션 Back-end 개발
• IoT 보안/네트워크 장비 연동 개발","• 학력 : 대졸이상
• 경력 : 경력(5년 이상)
• 웹서비스에 대한 이해 
• Node.js 기반 서버 개발 능력 
• Linux 환경에서의 개발 능력
• 고객 요구사항에 따른 RDBMS, Data Structure 설계에 대한 이해","• Log 처리 및 분석 경험 
• 전공 : 전산학·컴퓨터공학, 응용소프트웨어공학, 정보·통신공학
• AWS 등 클라우드 환경에의 배포, 운영 경험 
• 네트워크/보안 분야 개발 경험"
2,프론트엔드 개발자,"['Git', 'Slack', 'JavaScript', 'Google Maps', 'React', 'AWS CodeDeploy', 'AWS', 'Vite', 'GitHub Actions', 'Next.js']","• 밴플 웹앱 프론트엔드 개발
• 개발 과정에서 적극적인 아이디어 소통 및 논의 참여

※ 기존 밴플 네이티브 앱(앱 스토어 검색 가능) 과 대략 유사하게, 모바일 웹앱 형태의 프로토타입을 신규 출시 준비중이라, 해당 프로덕트 작업을 주로 하게 됩니다.
※ 이 프로토타입은 유저 시장 테스트 결과에 따라 메인 프로덕트로 발전할 수도 있고 앱 패킹도 고려하고 있습니다.","• 최소 3년 ~ 5년 이상의 프론트엔드 개발 경험을 갖추신 분
• Next.js 및 React 에 능숙하고 실무 경험이 많으신 분
• 지도를 활용한 서비스 개발 경험이 있으시거나 지도 api를 다루는데 능숙하신 분
• Git을 통한 버전 관리 및 협업 경험이 있으신 분
• 팀 멤버들과 논의를 통해 내재화 및 싱크sinc 맞추기를 통해, 빠르고 유연하게 개발로 구현해 낼 수 있는 분
• 1-2주 단위 짧은 스프린트를 활용한 애자일 개발 경험이 있으신 분
• 일에 구멍이 보일 때 담당자만 찾고 있지 말고, 내가 지금 할 수 있는 방법으로 먼저 일의 구멍을 메우고자 빠르게 추진하고 실행할 수 있는 분
• 팀이 원하는 공동의 목표를 위해 단시간내 몰입하고 성취하는 것에서 즐거움을 느낄 수 있는 분

※ 프리랜서가 아니라 조직 내에서, 최소 3년 이상 react 기반의 프론트엔드 개발 경험이 있으신 분을 찾고 있습니다.","• 빠르게 합류 가능할 경우
• 프론트엔드 기반으로 백엔드 작업도 가능한 풀스택 개발자일 경우
• 스타트업 경험이 있을 경우
• Jira 사용 또는 스프린트 개발 경험이 있을 경우
• 우리 서비스 산업(로드트립, 밴라이프, 차박, 여행, 아웃도어 등)에 대한 관심과 기본 이해를 보유했을 경우"
